hesitation_ms,correction_rate,response_latency,touch_pressure,swipe_velocity,replay_count,hint_request_count,stylus_deviation,inter_tap_interval,read_aloud_pause_ms,syllable_rate,disfluency_count,kalman_innovation,whisper_wer_proxy,label_CLI,label_PSI,label_VSI,label_FI,label_ES,label_ERI,profile
1794.1775543533854,0.1688609310787212,714.3250515827989,0.6080299237781738,254.48110026438215,2,1,3.9669700747433785,821.4148701837913,824.2014202371563,1.9177888619986279,5,8.141699292649214,0.5704,0.5859,0.5844,0.2094,0.3925,0.703,0.5061,mild
3356.210425183818,0.6123564633875125,2774.4528273733335,0.6594318447338046,92.87713886026003,4,3,18.962105588840906,1176.4104576828356,862.2808424845291,1.8771356893748068,2,9.592305414381325,0.6561,0.5082,0.8066,0.6112,0.6235,0.1329,0.7904,at_risk
1268.7137191751704,0.7442471183122809,3501.72288837633,0.6285613797183331,92.23445755417337,5,7,23.956948201457074,810.7575896840201,1889.5869713493792,1.400599806924526,7,15.95986151998012,0.7465,0.597,0.6101,0.782,0.5669,0.344,0.6654,at_risk
961.9868902129688,0.22067119315002856,768.9500076390424,0.3618050968636367,248.08735036343455,0,0,4.068463670283844,609.9685240021145,241.47424858354415,3.2814532714839206,2,0.8746286251257134,0.2636,0.2722,0.1369,0.0935,0.0,0.8777,0.1309,td
2389.852918889471,0.7848107514763044,1996.9705532056932,0.7756778343288511,64.09255347526386,2,3,18.187616161697992,931.8258140748075,1787.6669943663262,1.3356874670884658,4,9.630861249302047,0.5024,0.5626,0.7673,0.5015,0.575,0.3114,0.671,at_risk
2201.78511734533,0.3625164014946317,2039.6766222191252,0.6391675922971333,280.4971977006036,2,3,7.844338181304759,658.3573432219617,759.318842851806,2.4368507836550535,2,6.878022200151449,0.504,0.5843,0.4586,0.2184,0.4553,0.4054,0.6301,mild
1102.2986829632932,0.30885206888427313,1042.5767383446312,0.6109169811492132,184.47921986551268,0,0,1.6833288688355097,419.36763877014107,482.86108779701476,3.0796941660613064,1,2.872694569744976,0.2097,0.2198,0.1256,0.1072,0.2092,0.6471,0.1782,td
899.8592257192603,0.4319117300139047,854.7607690647039,0.49928831448714844,290.21061659151593,0,2,4.4783430831908335,251.38484899084776,542.3083449644554,3.6886914664870374,0,2.320357572632494,0.1892,0.1596,0.2098,0.1446,0.0883,0.8573,0.1863,td
3270.3703170648014,0.48277489944652285,2447.607542341733,0.6513182616233031,155.1581611080357,5,1,19.156410113716824,890.1324184496556,2068.845726038575,1.5425384202044026,1,16.15310189202173,0.6313,0.8895,0.8131,0.6506,0.6704,0.2591,0.8114,at_risk
1633.1498237420722,0.5274752319224447,1122.2538077102163,0.452907997926121,103.58023442792488,1,1,13.1745640146686,893.3159524885334,972.0932053931741,2.1405789722600197,3,4.377594155622239,0.5718,0.1913,0.3854,0.3102,0.2439,0.5944,0.3815,mild
1315.9188186096453,0.24915762651255477,1847.642007385941,0.4422996847974586,196.61850503635154,5,3,14.076044102773265,632.4069912121339,689.4679249085282,1.6625051753133318,4,6.333769855394618,0.207,0.4016,0.3078,0.5352,0.268,0.7325,0.4357,mild
609.5163984049781,0.1926766598579438,554.4168898616314,0.2819633791261811,257.2194117491096,0,0,3.1817942227932883,350.3027142379349,690.1155721908185,3.2225646268678285,0,1.4236017036577056,0.1801,0.0718,0.1271,0.0931,0.2164,0.7624,0.1183,td
3011.0959265776114,0.5495650838961367,2541.724999922825,0.7455852836623996,110.56663024743274,1,3,19.08636579114312,1265.016565521746,1995.4674097869229,1.4511875235619378,4,13.194334062192539,0.8004,0.7854,0.7101,0.7451,0.6614,0.3192,0.7665,at_risk
3126.7679844654335,0.7047117872829604,3060.4058940700643,0.6802225298354007,63.808338095586905,1,3,26.88591420128862,1081.7594736732385,1795.9215537499815,1.8770656416865337,2,14.536476537574774,0.8138,0.7116,0.5066,0.4039,0.7235,0.0198,0.7546,at_risk
2817.5335537969404,0.7175315061670481,2868.2488920916862,0.7384203837104062,101.4977713470168,3,3,13.028324457524402,1082.0885133096874,1999.1691737077515,1.4306769978942246,1,8.213533278223109,0.7288,0.6609,0.4447,0.5256,0.5079,0.1353,0.9367,at_risk
3418.2900144206183,0.7535155689733088,2780.597728782871,0.7136832725629679,112.15982808619937,1,2,15.131770281734436,692.7739926582418,1786.210053986147,1.4161257688971505,2,13.854705552885104,0.415,0.7086,0.6192,0.5219,0.7108,0.2995,0.8055,at_risk
932.968453280288,0.25858695703583856,639.0946739550373,0.3191855953129254,372.6095713608732,1,0,6.543748584739657,397.62585350936854,388.55262968170473,3.760352744125187,1,3.4113864750482676,0.1928,0.224,0.1293,0.145,0.2108,0.8394,0.2018,td
1038.7864204862078,0.20152383628581566,838.6363159626396,0.7206525307140402,248.57363328752587,0,1,9.67569023834433,389.75685666148183,488.89070667840565,2.8804777020428074,0,3.448933910396658,0.2235,0.1501,0.3663,0.1715,0.1281,0.7575,0.0646,td
2221.4562101355546,0.3538989096870005,1261.302362846392,0.4516870485242682,206.2148653590797,0,1,13.032454526274181,568.4208609356549,953.9691794598127,1.7224185901111992,5,13.125298496477447,0.2234,0.3207,0.381,0.234,0.4702,0.5462,0.5025,mild
3606.182761310602,0.44463963286591035,1682.509148425123,0.529714910508054,50.37988043888737,3,2,13.004275543344939,957.3610998193909,1869.2028558608904,0.8431065298656628,4,11.880992822495214,0.5482,0.6653,0.7369,0.6955,0.5936,0.359,0.8476,at_risk
4233.349172526939,0.8301651733908448,2741.1558588804955,0.5720884496467837,60.57751987075714,5,4,12.612193355663372,692.6185118927251,2433.1317787093335,1.1229560660200089,3,11.43259373450415,0.9033,0.7791,0.5993,0.3885,0.5532,0.2745,0.8699,at_risk
2370.7344201042742,0.9735652198741178,2090.5296566761376,0.6898394592148321,129.86732598442975,4,2,21.042258682148397,907.145011489107,1061.465195551808,1.2633556253435547,1,14.709461555425516,0.983,0.9463,0.609,0.3322,0.8106,0.2813,0.8626,at_risk
3421.566940175492,0.6276340425905321,3382.603801575513,0.4603592818585358,137.86646061115613,2,1,30.86258718484865,799.9996527502976,1597.0397694398298,1.3081642854620137,2,10.978551841969031,0.4766,0.8749,0.714,0.7257,0.6863,0.4169,0.7367,at_risk
3596.8965664710286,0.6627466990114076,2637.7618347427347,0.7003357871423899,170.31115803477772,2,3,22.998370099359946,769.5777723637898,1178.9970106799783,1.47822631524235,0,10.77960710844992,0.5786,0.8213,0.8723,0.5834,0.3829,0.2611,0.8274,at_risk
2424.159683907941,0.42842067221732305,3190.9243723863756,0.7245921575745166,118.51002989791492,4,5,30.659523388710888,1246.0198407427833,2247.758864799352,1.2836636133352128,2,11.665472771568941,0.7172,0.7805,0.5891,0.616,0.6387,0.2526,0.8248,at_risk
1973.7080973178342,0.7356403262134584,3201.1332059540414,0.7847713556529847,118.20019169427975,3,2,17.0835122178637,821.1583499227104,2035.4813112860602,1.2661791864623497,6,13.517566122533879,0.7208,0.9091,0.4586,0.4082,0.7943,0.4157,0.6406,at_risk
741.9785442977723,0.5378324505513781,1109.9781132258252,0.456426991183326,286.0562075041093,0,0,3.846303053703375,418.65306210132593,668.6466265611411,2.591120289923429,0,2.1816844676387417,0.2866,0.0292,0.0714,0.1621,0.2996,0.8083,0.1456,td
3656.9392530328378,0.4150507347509151,2574.337485664251,0.5950301837998248,150.7586348629498,2,5,8.78807768984664,566.6805064963578,1296.2347733175466,1.0060496845400189,3,10.958222487032023,0.7779,0.668,0.7226,0.6918,0.532,0.2836,0.4862,at_risk
1895.2712028767687,0.31422434933525356,1686.9761661213045,0.5660592778667448,189.9851166278296,2,1,11.689400377415753,679.6624633243764,1328.2885002080573,1.819293221493287,1,9.681319872176264,0.8688,0.5978,0.4919,0.4099,0.551,0.5981,0.5983,mild
1129.8559191617464,0.34897131869295106,679.7078376881989,0.6706767640418974,292.97228057936127,1,0,5.021965785164802,534.8795214214172,516.6288089135309,2.5154107361078166,2,3.7435011125539104,0.0986,0.1737,0.1203,0.2266,0.1458,0.9233,0.1834,td
3395.74554038988,0.5365578048962387,1826.8449239018744,0.7237328147470969,145.2495331226859,5,2,20.498940521478993,614.1779144752566,1756.7066646708108,1.2699117544537435,4,17.52252162296127,0.7849,0.9219,0.8274,0.4782,0.6762,0.324,0.5128,at_risk
2011.2122968293484,0.5337098941358956,1570.7126704064715,0.6119398529089073,154.20866760077837,1,1,13.903996413661593,666.9560036590968,1195.1464008573205,2.2840874557740256,4,5.8334748169255075,0.5788,0.3513,0.5809,0.4144,0.2003,0.6646,0.3693,mild
2435.0926436445206,0.26146322687264884,1202.861276866424,0.5483851737562081,236.35863998106112,2,1,5.429568794179502,578.1531028472027,1097.8811569432778,2.4721511430491567,5,6.3959505419768465,0.252,0.4449,0.4317,0.2617,0.4233,0.5406,0.5882,mild
4165.940022648961,0.5340734560059711,3153.1840910424417,0.6394512215156942,81.22405689045517,4,3,18.812570398368237,1207.3180262574467,1469.2763578427705,1.3937880907681297,1,9.173123274849903,0.7971,0.6783,0.4943,0.5508,0.6654,0.24,0.6974,at_risk
3184.0786632747318,0.3725529895801448,3091.118938886624,0.6212459413478424,134.6194938015402,4,3,18.7058450941632,598.7046558507373,1704.0915948425634,1.7860526787936508,7,13.009706100203596,0.6061,0.8202,0.8342,0.6395,0.6271,0.32,0.3866,at_risk
975.5645546213653,0.14141941980301478,571.9586286697684,0.4858597329174622,284.0533290448495,0,0,7.078738089837106,333.1172357572682,471.084054739782,3.7159718794472965,0,3.379646680780054,0.1816,0.3457,0.0488,0.0464,0.0698,0.9755,0.103,td
3179.488751721861,0.6809809841054426,3635.242552584553,0.5476474618649274,145.90296412246744,1,2,15.650673753902137,916.6448531996027,2099.9062214632495,1.517448811204432,2,16.276533737326396,0.5017,0.8246,0.5897,0.3836,0.5806,0.3689,0.665,at_risk
2644.7653409138866,0.281840166272264,3380.6352320676842,0.7192050033852082,110.22684579281884,3,3,14.6946545209643,1050.2170865244932,2226.391051897254,1.5154305632614977,5,12.120121785601953,0.4492,0.6513,0.7528,0.5739,0.7245,0.2156,0.6988,at_risk
3975.8435899133965,0.8767804274223839,3835.679424801706,0.42013218026372073,131.13331758282018,1,1,15.897458282815546,843.2408120681583,1802.882824150548,1.2394233300108264,3,7.107429263075714,0.83,0.706,0.9195,0.8794,0.4336,0.5294,0.6202,at_risk
1145.1683235818564,0.305675218407162,910.8660009264781,0.5230672302380626,351.78036912221484,0,0,7.192128466114361,466.43167718868824,537.8176073185066,2.9341653310965614,1,2.5791786143194115,0.3162,0.3032,0.1695,0.0742,0.3575,0.8145,0.1501,td
815.0987435983578,0.06730174243228622,1411.9062457993646,0.3913926417387521,204.5570515011178,0,0,5.129179313886444,465.7793936149819,228.77430990495483,2.9289953817232934,0,1.3049541500521191,0.324,0.1052,0.1817,0.1644,0.2894,0.8877,0.2313,td
899.5203999977365,0.23458595812596786,733.511493132046,0.41824416016700344,305.29700979458977,0,0,3.7235457442485504,366.9460999490588,370.5306216810489,2.7158405088868847,1,2.33719998042673,0.4461,0.1317,0.1173,0.1433,0.3143,0.8218,0.0441,td
1035.9692510280452,0.133290592611104,871.4729944311348,0.6944597792260229,374.55521731272336,0,0,6.8243047919535575,362.24043682106304,476.91472793003095,2.690819028504107,2,4.000719121669656,0.2581,0.2583,0.2443,0.2245,0.1245,0.5734,0.0,td
4337.301582465767,0.3800209997872088,2814.669233151872,0.6147916290723232,114.715951487475,5,2,5.419524021136169,524.3660916028376,1392.7529553925258,1.5593669685777742,4,13.565524329848355,0.7062,0.7161,0.8136,0.6025,0.646,0.2216,0.7443,at_risk
979.4996736035118,0.12774941667453274,782.0538460176763,0.654523215169656,268.2626601515387,1,0,7.844583529576227,436.8427736631397,640.320459715184,3.2887931110705084,1,4.827401339464686,0.2247,0.0711,0.3365,0.2056,0.1666,0.9324,0.195,td
4772.901977100472,0.5567901043994203,3436.1963228678164,0.617552413303597,149.58524819946248,4,2,19.893196619190178,541.0543473990358,1309.8432802123566,1.8503707591481628,1,11.903566199677563,0.8498,0.7528,0.667,0.6901,0.4902,0.3157,0.861,at_risk
3589.454837719427,0.8304172049770633,3555.823511728244,0.635716579207985,84.40784042606359,3,2,22.979293621861803,763.1521871704081,1438.586221369491,1.3772685570620526,5,16.62457797611416,0.6756,0.7205,0.7133,0.6709,0.92,0.1955,0.8331,at_risk
951.9376494035309,0.019605705855479466,798.2132264216059,0.32746457379922966,204.4716124189398,0,0,2.7823940501239215,438.3568291566744,387.31050822827723,3.0116713368897856,0,2.0382666410656536,0.0732,0.1201,0.225,0.0773,0.3826,0.718,0.2463,td
2674.811114545021,0.41419196452862256,2757.5706449653226,0.655358993715616,150.3341213057626,2,0,24.07741208248847,1273.1964848324096,2111.81176830858,1.486187228310909,2,9.615542475311832,0.5164,0.7855,0.7115,0.6879,0.6445,0.3213,0.6429,at_risk
992.4264814097826,0.29994215559738135,694.698660696777,0.38750706448978456,355.9464955099933,1,0,4.621508606863217,662.5409932088508,422.69647015641357,3.302077340702407,0,3.572325560060305,0.1947,0.2043,0.0773,0.1735,0.1866,0.7653,0.0779,td
1567.9408449391713,0.2143787275869427,909.333406523297,0.5554796521725314,320.59687310659154,0,1,3.7607140339719765,346.5832820399792,307.39333744820766,3.6256837955432037,0,4.17666536997813,0.3585,0.1959,0.2002,0.1704,0.1013,0.6852,0.083,td
1041.229320318228,0.42198484102555606,728.5389879466369,0.36379491691473476,194.67689403159204,0,1,4.7683929800564675,504.68422529134523,293.7864315103788,3.1174216966357844,1,2.626330309141581,0.2693,0.1491,0.1884,0.1656,0.3021,0.7706,0.1433,td
884.6210800988406,0.22554005564752508,536.6149852734108,0.6208262825480501,414.0455848478639,0,1,1.6769901605229798,272.470363906598,480.609845264131,2.963208476908008,0,3.137253316031325,0.3176,0.0832,0.2196,0.1012,0.2546,0.9188,0.1993,td
1127.2899005534691,0.09275889141557989,851.6492373994454,0.5485122558869581,300.2174005636114,1,1,7.298753681915636,416.4213652649706,281.3802767187648,3.5864518724016428,0,3.5420034574210213,0.1715,0.1897,0.0626,0.1664,0.3612,0.7759,0.1716,td
1000.4516911691558,0.8146178314086111,2604.2537910257033,0.6287027015487695,104.91228500843715,1,2,16.00139971855118,1298.724373458313,2107.4415061985474,1.23284884188407,4,11.078532240851551,0.5305,0.7865,0.6042,0.6969,0.7075,0.2739,0.677,at_risk
3321.232636612213,0.6014141063167723,4653.10731691617,0.7119150172121413,139.3857404524681,5,3,14.650024515608887,1177.0549463306377,2109.5564723639463,0.9181229545113853,4,14.548366359755995,0.7201,0.7158,0.4349,0.5544,0.6573,0.2519,0.7004,at_risk
3590.39309664367,0.6099118102310324,3812.531823691983,0.7438553886913688,61.26944960524611,3,3,13.97140916693604,880.9686265514204,718.4729279706639,1.2135614097266676,3,4.59275142847836,0.6363,0.7236,0.6432,0.6524,0.6662,0.2545,0.5456,at_risk
2018.2336292311747,0.7269966359069655,2632.46744847299,0.5341984730264588,108.87614828048362,0,3,20.13061973409713,945.3154081598369,1599.7527416045386,0.9352228470967269,5,14.603821430950028,0.8555,0.7679,0.7872,0.5102,0.7867,0.1284,0.5803,at_risk
3767.729492510301,0.8300385623102858,1586.5317663739124,0.6655291444275043,105.67749321715301,6,6,27.38568237665821,1108.5014823345214,1157.9776083984307,1.8210411154302513,7,19.437911050509562,0.7332,0.6805,0.6252,0.747,0.58,0.2762,0.5402,at_risk
2116.885655305425,0.49684459492252725,1694.5297128112802,0.4662524083193671,183.61172272093285,2,1,12.47435776981877,989.5841803485002,1481.4883083200596,1.3416059203415744,3,9.69104482299162,0.4101,0.4233,0.5679,0.3822,0.3701,0.6467,0.5667,mild
4248.03175429356,0.6667566652350952,2853.7053998582883,0.6215288337083118,71.50526827761098,4,1,16.842766011556044,1068.938042274037,1702.5887833100553,1.796640768223543,7,14.287477822247299,0.3792,0.7046,0.7264,0.5674,0.708,0.274,0.7315,at_risk
3725.45482137611,0.6535091382875416,2247.72654625042,0.8381847736476599,135.38893258340937,5,1,11.321397453477154,1137.5045843499515,1666.0271850905572,1.6589277360832724,7,16.17133503226505,0.7128,0.8441,0.4585,0.7398,0.6171,0.2588,0.7792,at_risk
3664.9590495954017,0.5587227535124634,2698.0753098521564,0.8157534818670711,187.06379192982786,2,2,19.816315396237655,935.5175322338913,1556.6530016383927,0.830619344449551,5,12.77457545772269,0.4223,0.7444,0.576,0.5334,0.6436,0.4147,0.9461,at_risk
3558.513715701365,0.7182857952938173,1735.0341732527638,0.8175309883093692,158.72982369485175,4,1,21.932583756659152,942.2179930427565,2058.0450750644486,1.170351409687325,1,6.015452484084027,0.8262,0.6881,0.7227,0.5221,0.5352,0.3852,0.7223,at_risk
1405.527237713369,0.1342524885723907,945.3745727392848,0.6190600678867919,240.83222236925232,0,0,2.4185069261687633,398.9127879873405,610.3655349452189,3.294935241517539,1,4.864776058748271,0.206,0.3081,0.1186,0.2494,0.2052,0.9487,0.1605,td
1113.308165717269,0.2805128079112098,1183.086938314572,0.4093063014904099,280.2584585405896,1,0,5.629492611179176,406.4925931837627,260.1656979074521,3.2038209145027388,0,1.4656142375510992,0.1855,0.0061,0.0411,0.2979,0.0953,0.875,0.085,td
919.9181848168911,0.10897262532325243,589.965576063858,0.5267774197492511,207.2368720574446,1,0,6.436695773788326,413.15141618070817,217.34968475957695,2.6710854416399266,2,3.034349524315979,0.0888,0.1133,0.0875,0.1818,0.1768,0.8039,0.1878,td
864.4900979417649,0.1245498397446843,816.1215551241044,0.4218209770266672,228.35901741012847,0,0,5.910596876833152,442.46834789804177,455.54439309779445,3.4785647563291078,1,3.0992220840540132,0.3311,0.2022,0.0911,0.1961,0.4845,0.7863,0.1457,td
2843.03578852219,0.7492709787189616,1847.5043057612193,0.5590865930549304,51.664004281866085,4,2,14.840921554586096,914.4084888508627,2103.110704374475,1.331773810773303,7,15.157848230907602,0.7147,0.831,0.738,0.7399,0.7476,0.2361,0.5687,at_risk
1989.1629566291808,0.6338635686550171,1783.9601065231082,0.5621716312261604,100.7119194714436,1,0,15.055044118580321,953.7318526710674,759.6162168278507,1.9682433850349224,0,11.062453855163136,0.2106,0.5367,0.228,0.3595,0.2308,0.4133,0.5491,mild
3160.07568713063,0.6884716839978617,3389.749723877057,0.33498239790838374,86.72955302948762,2,3,23.743711749113714,803.5984134188571,1774.8773107424179,1.4550026641995262,6,11.604619030150962,0.7215,0.6039,0.9586,0.5851,0.5493,0.4231,0.7638,at_risk
3662.5239334916173,0.7005268792828244,2747.2435543480615,0.685523969245114,194.01852935375015,3,1,20.955532572152784,801.5973150220519,1258.476992181257,1.2954891910297783,3,11.07139388403866,0.6241,0.9171,0.457,0.457,0.7043,0.4464,0.7678,at_risk
3650.286336145913,0.7691514181299485,2032.774019333877,0.6982098703183696,75.07288071648154,2,2,24.178914464970706,798.8706567149615,1822.457336097667,1.1056738525651164,3,7.552689367215715,0.3103,0.5558,0.9128,0.5209,0.6917,0.3442,0.8095,at_risk
519.421442347985,0.07116165740324606,590.4319562260359,0.39593991451584953,190.2003713966272,1,0,2.35915370631118,241.0459601019183,420.70695377734785,3.0734538307354224,1,3.5951731428154865,0.335,0.1811,0.2211,0.2032,0.0578,0.6909,0.0796,td
2354.9876733674655,0.6009739076244939,2925.1897491240215,0.7939675736413004,138.78909358940194,4,3,24.539578118899193,555.9969936056848,1777.818650076834,1.3879715263686692,4,15.95880588812547,0.3138,0.6205,0.8502,0.7976,0.7172,0.2345,0.7013,at_risk
2556.6800307400326,0.6768998315277284,1861.7769288741106,0.6763283203704687,129.38382323573748,4,2,16.721801474761023,878.493978289093,1252.8984404811763,1.1582246664146925,4,13.49204502510623,0.677,0.6385,0.8115,0.5756,0.5656,0.1547,0.7604,at_risk
1123.804600556545,0.14913078056151852,736.3945132385861,0.5469696719485353,229.7188491744589,0,1,6.373907335541633,557.8263906695247,470.5146422625006,3.1547838516514464,0,4.167550415991135,0.1518,0.0579,0.0266,0.069,0.1035,0.7621,0.1908,td
3064.8566749402094,0.7807539787113201,3156.971474906081,0.5630511406174511,126.46649545518214,5,5,17.114932069617815,962.202971082841,2155.7653826098103,1.3702364794321846,2,13.815056041643249,0.6806,0.7494,0.8183,0.5187,0.5683,0.2981,0.7798,at_risk
693.9733751839989,0.44980264855801233,768.5364334303067,0.48397070571769807,364.9548564746361,3,1,7.21535467896752,488.84940178695706,459.3428069120765,3.0517547785840553,1,2.3817299610815423,0.0316,0.1855,0.0888,0.0452,0.2552,0.6612,0.184,td
3854.16928501033,0.6455590198256776,2333.125694883645,0.872049478685003,105.93282481557935,4,1,14.786082151796379,1059.4244610878682,1476.5478120509779,1.217372922906402,3,10.240411891398148,0.6976,0.7094,0.8113,0.5674,0.6222,0.1823,0.8521,at_risk
2586.7836424169036,0.8718511571803048,3629.7233434244404,0.6741989051161377,79.63398634532632,4,5,9.333494776759606,870.8164071178804,2381.8072163836146,1.5128208788962312,2,13.764192594188987,0.7315,0.5606,0.7493,0.4216,0.6207,0.3104,0.5935,at_risk
2380.5901325129093,0.5030542309398098,2844.1939569953165,0.5604566295731541,77.16372016621924,1,4,10.91495543448507,1421.1642363196302,1788.423307074094,1.5153001877940222,5,14.517012171013738,0.704,0.5233,0.4147,0.6546,0.5448,0.0811,0.7949,at_risk
1430.0201927626972,0.4207187884203925,1024.4256039669813,0.4656464281174301,282.05066294347444,0,1,4.759829509862511,530.386586380351,595.1424842931464,3.3909642293744353,1,4.822973448629381,0.3795,0.2177,0.1818,0.296,0.1332,0.9014,0.233,td
3763.718265776518,0.3571515664923562,2922.6086123253726,0.6771329612053246,116.85056831042489,2,6,20.504065667730554,824.5358148166242,2386.2640673381393,1.3196867518857576,4,6.419023248282612,0.8061,0.8543,0.6193,0.7315,0.5628,0.2322,0.6341,at_risk
3474.1177593558427,0.92641638667007,3036.7596528223244,0.8712939696073123,135.74899997257592,1,2,25.04224422123178,442.15841650086725,2119.143680111708,1.260876518660739,3,12.043620163781643,0.8895,0.8738,0.6897,0.6732,0.616,0.2141,0.9313,at_risk
3049.4465143591356,0.7625600002922297,2806.148010410139,0.6500324124905816,130.38445391612856,1,2,18.21725012175729,999.1894618792342,1788.5286849300803,1.384216372083383,3,9.994498946765683,0.6737,0.6669,0.8159,0.6761,0.7239,0.1029,0.9504,at_risk
1263.6534100761562,0.5508727958837473,1660.6359379278092,0.5181986448290654,196.4519785752646,1,1,9.54559880149329,595.9509150755348,1200.368681382695,1.7424974646822111,4,7.67787108177857,0.2728,0.4065,0.3618,0.6146,0.4723,0.5807,0.3919,mild
1531.63274956345,0.0646627505146874,1545.1093192654978,0.650975868848716,117.26449634600735,2,3,9.582679363782725,481.34266878846677,1644.533426542137,2.2250159655930317,1,8.944548294356006,0.2932,0.6416,0.4437,0.5337,0.3009,0.4292,0.289,mild
962.5744181662097,0.30675699341463497,790.3032199058688,0.45344132204113996,238.86358045850426,0,1,3.933495634634607,439.58210270389253,443.3428780492398,2.520951076192751,0,3.0648463929675844,0.3115,0.2912,0.1749,0.1694,0.3358,0.9241,0.2012,td
2062.6181223700296,0.4712234943185849,1965.692539821643,0.6273506944386528,60.23550657124886,2,2,22.239366447486713,865.4171488354995,2127.228037309794,0.9807008357164464,5,8.727922746834578,0.5431,0.6278,0.6479,0.4218,0.7028,0.339,1.0,at_risk
1520.1738042280178,0.33535556337661515,1578.6500622285957,0.6894958508560335,164.1510248122611,1,1,18.28000327619411,557.448702388688,1183.4212895511562,1.7999123719031471,0,9.273652657598408,0.2865,0.541,0.4706,0.4059,0.425,0.5917,0.4698,mild
914.7733332562543,0.17989514200726733,735.9518515397134,0.67595472694493,225.79104776656956,0,0,5.646930101901221,310.15594723450863,392.5765806290681,2.339053670858286,1,1.7119432560681471,0.2811,0.3241,0.21,0.0594,0.1083,0.8745,0.119,td
857.6643732446586,0.3930053912173221,961.82349767712,0.48403873324793273,262.6656471488405,0,0,6.570686315062913,335.50040058678434,488.20310718896803,3.1448471244231055,0,4.23925360963406,0.072,0.3088,0.2227,0.1632,0.3794,0.6851,0.1394,td
3493.069575147249,0.7820535815079599,3434.700860877344,0.6826800081353994,45.888087397402174,3,3,22.97477798783332,814.4919974186203,1524.619152958314,1.5075057953042108,3,15.270246262296887,0.5907,0.6319,0.7214,0.5782,0.7152,0.2918,0.3612,at_risk
